brand_name,car_name,variant_name,variant_price,ex_showroom_price,engine,engine_type,fuel_type,max_power,max_torque,mileage,driving_range,drivetrain,transmission_manual,emission_standard,electric_motor,others,valve_per_cylinder,length,width,height,wheel_base,ground_clearance,doors,seating_capacity,no_of_rows,boot_space,fuel_tank_capacity,front_suspension,rear_suspension,front_brake_type,rear_brake_type,minimum_turning_radius
Maruti Suzuki,Maruti Eeco,Eeco 5 STR AC CNG,N/A,Rs. 6.58 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R LXI 1.0,N/A,Rs. 5.54 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R VXI 1.0,N/A,Rs. 5.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R ZXI 1.2,N/A,Rs. 6.28 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R LXI 1.0 CNG,N/A,Rs. 6.44 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R VXI 1.0 AGS,N/A,Rs. 6.44 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R ZXI 1.2 AGS,N/A,Rs. 6.73 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R ZXI Plus 1.2,N/A,Rs. 6.75 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R ZXI Plus 1.2 Dual Tone,N/A,Rs. 6.87 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R VXI 1.0 CNG,N/A,Rs. 6.89 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R ZXI Plus 1.2 AGS,N/A,Rs. 7.20 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,Wagon R ZXI Plus 1.2 AGS Dual Tone,N/A,Rs. 7.32 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R Flex Fuel,UPCOMING,N/A,Rs. 8.50 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Be 6,Be 6 Pack One,N/A,Rs. 18.90 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX1 1.2 Petrol,N/A,Rs. 7.79 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX2 Pro 1.2 Petrol,N/A,Rs. 9.24 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX3 1.2 Petrol,N/A,Rs. 9.74 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX2 1.5 Diesel,N/A,Rs. 9.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX3 Pro 1.2 Petrol,N/A,Rs. 9.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX2 Pro 1.2 Petrol AT,N/A,Rs. 10.24 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX2 Pro 1.5 Diesel,N/A,Rs. 10.49 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX3 1.5 Diesel,N/A,Rs. 10.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX5 1.2 Petrol,N/A,Rs. 10.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX3 1.2 Petrol AT,N/A,Rs. 11.24 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX3 Pro 1.5 Diesel,N/A,Rs. 11.39 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX3 Pro 1.2 Petrol AT,N/A,Rs. 11.49 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO MX3 1.5 Diesel Autoshift Plus,N/A,Rs. 11.79 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX5 1.5 Diesel,N/A,Rs. 12.19 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX5L 1.2 Petrol,N/A,Rs. 12.24 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX7 1.2 Petrol,N/A,Rs. 12.49 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX5 1.2 Petrol AT,N/A,Rs. 12.49 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX5 1.5 Diesel Autoshift Plus,N/A,Rs. 12.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX7 1.5 Diesel,N/A,Rs. 13.69 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX5L 1.2 Petrol AT,N/A,Rs. 13.74 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX7L 1.2 Petrol,N/A,Rs. 13.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX7 1.2 Petrol AT,N/A,Rs. 13.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX7 1.5 Diesel Autoshift Plus,N/A,Rs. 14.49 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX7L 1.5 Diesel,N/A,Rs. 14.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra XUV 3XO,XUV 3XO AX7L 1.2 Petrol AT,N/A,Rs. 15.49 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z2 Petrol MT 7 STR,N/A,Rs. 13.85 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z2 Diesel MT 7 STR,N/A,Rs. 14.25 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z2 Petrol MT 7 STR (ESP),N/A,Rs. 14.35 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z2 Diesel MT 7 STR (ESP),N/A,Rs. 14.75 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Petrol MT 7 STR,N/A,Rs. 15.49 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel MT 2WD 7 STR,N/A,Rs. 15.90 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Petrol MT 7 STR (ESP),N/A,Rs. 15.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel MT 2WD 7 STR (ESP),N/A,Rs. 16.40 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z6 Diesel MT 2WD 7 STR,N/A,Rs. 16.86 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Petrol AT 7 STR,N/A,Rs. 17.05 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select Petrol MT,N/A,Rs. 17.19 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel AT 2WD 7 STR,N/A,Rs. 17.55 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel MT 4WD 7 STR,N/A,Rs. 18.01 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select Diesel MT 2WD,N/A,Rs. 18.19 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel MT 4WD 7 STR (ESP),N/A,Rs. 18.51 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z6 Diesel AT 2WD 7 STR,N/A,Rs. 18.55 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select Petrol AT,N/A,Rs. 18.69 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z8 Petrol MT 7 STR,N/A,Rs. 18.84 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select Diesel AT 2WD,N/A,Rs. 19.19 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
